[Header]2015-03-15 18:09:41,839 [5] INFO  CDPW.cdplogin [(null)] - cdplogin-Page_Load - Enter
2015-03-15 18:14:04,491 [6] INFO  CDPW.Site1 [(null)] - Site1-Page_Load - Enter
2015-03-15 18:14:04,491 [6] INFO  CDPW.Site1 [(null)] - Site1-Page_Load - Exit
2015-03-15 18:14:06,283 [6] INFO  CDPW.cdplogin [(null)] - cdplogin-btnNoSignUp_Click - Enter
2015-03-15 18:14:06,283 [6] INFO  CDPW.DAL.Users [(null)] - Users-Add_NoUser - Enter
2015-03-15 18:14:06,319 [6] INFO  CDPW.DAL.Users [(null)] - Users-Add_NoUser - Exit
2015-03-15 18:14:06,319 [6] INFO  CDPW.BLL.TextUtils [(null)] - TextUtils-ReturnFromDB - Enter
2015-03-15 18:14:06,319 [6] INFO  CDPW.BLL.TextUtils [(null)] - TextUtils-ReturnFromDB - Exit
2015-03-15 18:14:06,319 [6] INFO  CDPW.BLL.TextUtils [(null)] - TextUtils-ReturnFromDB - Enter
2015-03-15 18:14:06,319 [6] INFO  CDPW.BLL.TextUtils [(null)] - TextUtils-ReturnFromDB - Exit
2015-03-15 18:14:06,319 [6] INFO  CDPW.BLL.TextUtils [(null)] - TextUtils-ReturnFromDB - Enter
2015-03-15 18:14:06,319 [6] INFO  CDPW.BLL.TextUtils [(null)] - TextUtils-ReturnFromDB - Exit
2015-03-15 18:14:06,319 [6] INFO  CDPW.BLL.TextUtils [(null)] - TextUtils-ReturnFromDB - Enter
2015-03-15 18:14:06,319 [6] INFO  CDPW.BLL.TextUtils [(null)] - TextUtils-ReturnFromDB - Exit
2015-03-15 18:14:06,319 [6] INFO  CDPW.BLL.TextUtils [(null)] - TextUtils-ReturnFromDB - Enter
2015-03-15 18:14:06,319 [6] INFO  CDPW.BLL.TextUtils [(null)] - TextUtils-ReturnFromDB - Exit
2015-03-15 18:14:06,319 [6] INFO  CDPW.BLL.TextUtils [(null)] - TextUtils-ReturnFromDB - Enter
2015-03-15 18:14:06,319 [6] INFO  CDPW.BLL.TextUtils [(null)] - TextUtils-ReturnFromDB - Exit
2015-03-15 18:14:06,319 [6] INFO  CDPW.BLL.TextUtils [(null)] - TextUtils-ReturnFromDB - Enter
2015-03-15 18:14:06,319 [6] INFO  CDPW.BLL.TextUtils [(null)] - TextUtils-ReturnFromDB - Exit
2015-03-15 18:14:06,324 [6] INFO  CDPW.cdplogin [(null)] - cdplogin-btnNoSignUp_Click - Exit
2015-03-15 18:14:06,400 [12] INFO  CDPW.cdpselectpay [(null)] - cdpselectpay-Page_Load - Enter
2015-03-15 18:14:06,400 [12] INFO  CDPW.Site1 [(null)] - Site1-Page_Load - Enter
2015-03-15 18:14:06,400 [12] INFO  CDPW.Site1 [(null)] - Site1-Page_Load - Exit
2015-03-15 18:14:09,223 [6] INFO  CDPW.DCANForm [(null)] - DCANForm-Page_Load - Enter
2015-03-15 18:14:09,224 [6] INFO  CDPW.DAL.FormCanada [(null)] - FormCanada-Form_Get - Enter
2015-03-15 18:14:09,266 [6] INFO  CDPW.DAL.FormCanada [(null)] - FormCanada-Form_Get - Exit
2015-03-15 18:14:09,266 [6] INFO  CDPW.DAL.Lists [(null)] - Lists-Regions - Enter
2015-03-15 18:14:09,288 [6] INFO  CDPW.DAL.Lists [(null)] - Lists-Regions - Exit
2015-03-15 18:14:09,288 [6] INFO  CDPW.BLL.Helpers [(null)] - Helpers-Lists - Enter
2015-03-15 18:14:09,288 [6] INFO  CDPW.BLL.Helpers [(null)] - Helpers-Lists - Exit
2015-03-15 18:14:09,288 [6] INFO  CDPW.DAL.Lists [(null)] - Lists-Countries - Enter
2015-03-15 18:14:09,295 [6] INFO  CDPW.DAL.Lists [(null)] - Lists-Countries - Exit
2015-03-15 18:14:09,295 [6] INFO  CDPW.BLL.Helpers [(null)] - Helpers-Lists - Enter
2015-03-15 18:14:09,296 [6] INFO  CDPW.BLL.Helpers [(null)] - Helpers-Lists - Exit
2015-03-15 18:14:09,296 [6] INFO  CDPW.DCANForm [(null)] - DCANForm-Page_Load - Exit
2015-03-15 18:14:09,296 [6] INFO  CDPW.Site1 [(null)] - Site1-Page_Load - Enter
2015-03-15 18:14:09,296 [6] INFO  CDPW.Site1 [(null)] - Site1-Page_Load - Exit
2015-03-15 18:14:09,297 [6] INFO  CDPW.DCANForm [(null)] - DCANForm-Page_LoadComplete - Enter
2015-03-15 18:14:09,297 [6] INFO  CDPW.DCANForm [(null)] - DCANForm-Page_LoadComplete - Exit
2015-03-15 18:14:15,514 [6] INFO  CDPW.DCANForm [(null)] - DCANForm-Page_Load - Enter
2015-03-15 18:14:15,514 [6] INFO  CDPW.DCANForm [(null)] - DCANForm-Page_Load - Exit
2015-03-15 18:14:15,514 [6] INFO  CDPW.Site1 [(null)] - Site1-Page_Load - Enter
2015-03-15 18:14:15,514 [6] INFO  CDPW.Site1 [(null)] - Site1-Page_Load - Exit
2015-03-15 18:14:15,546 [6] INFO  CDPW.DCANForm [(null)] - DCANForm-Page_LoadComplete - Enter
2015-03-15 18:14:15,546 [6] INFO  CDPW.DCANForm [(null)] - DCANForm-Page_LoadComplete - Exit
2015-03-15 18:14:15,586 [6] INFO  CDPW.DCANForm [(null)] - DCANForm-RaiseCallbackEvent - Enter
2015-03-15 18:14:15,586 [6] INFO  CDPW.DCANForm [(null)] - DCANForm-RaiseCallbackEvent - Exit
2015-03-15 18:14:17,158 [6] INFO  CDPW.DCANForm [(null)] - DCANForm-Page_Load - Enter
2015-03-15 18:14:17,158 [6] INFO  CDPW.DCANForm [(null)] - DCANForm-Page_Load - Exit
2015-03-15 18:14:17,158 [6] INFO  CDPW.Site1 [(null)] - Site1-Page_Load - Enter
2015-03-15 18:14:17,158 [6] INFO  CDPW.Site1 [(null)] - Site1-Page_Load - Exit
2015-03-15 18:14:17,186 [6] INFO  CDPW.DCANForm [(null)] - DCANForm-Page_LoadComplete - Enter
2015-03-15 18:14:17,186 [6] INFO  CDPW.DCANForm [(null)] - DCANForm-Page_LoadComplete - Exit
